Query,Reciprocal_Rank,Recall@1,Recall@5,Recall@10,Recall@20
"A group of people at church and singing, clapping, and shouting during church service.",0.0769230769230769,0,0,0,1
A group of people attempt to walk through the snow while wearing skis.,1.0,1,1,1,1
A group of people chanting in unison while people in the background walk pass.,0.0114942528735632,0,0,0,0
A group of people chat on a lawn outside while a woman takes pictures.,0.0,0,0,0,0
A group of people cleaning an empty pool while someone films them.,0.0129870129870129,0,0,0,0
A group of people cleaning up garbage from around a city.,0.2,0,1,1,1
A group of people climb a waterfall while one person is suspended from a rope.,0.1666666666666666,0,0,1,1
A group of people crawling out of a dark cave while wearing headlamps.,0.0294117647058823,0,0,0,0
A group of people dance and perform tricks using jump ropes.,0.0344827586206896,0,0,0,0
A group of people dance at a party on the dance floor.,1.0,1,1,1,1
A group of people dance during a religious service is going on.,0.0303030303030303,0,0,0,0
A group of people dance energetically during a religious event.,0.0263157894736842,0,0,0,0
A group of people dance in a circling motion on a football field.,0.1666666666666666,0,0,1,1
A group of people dance on a dance floor in front of a band.,0.1,0,0,1,1
A group of people dance to the music at a church.,0.0416666666666666,0,0,0,0
A group of people different ages kicking boards in to with a instructor .,0.0,0,0,0,0
A group of people dig in a pit while speaking to each other about what they are doing.,0.03125,0,0,0,0
A group of people dig in the desert to excavate while a man explains.,0.3333333333333333,0,1,1,1
A group of people do a performance art piece in front of a crowd of people.,0.0142857142857142,0,0,0,0
A group of people do different claps in different locations,0.3333333333333333,0,1,1,1
A group of people do not agree with each other at a meeting.,0.3333333333333333,0,1,1,1
A group of people dressed as pirates stand on stage holding sticks of fire.,1.0,1,1,1,1
A group of people dressed in country clothes perform a type of country dance in a hall.,0.0434782608695652,0,0,0,0
A group of people dressed in marshal arts outfits are watch a person kick and break a board..,0.0222222222222222,0,0,0,0
A group of people dressed in old fashioned war uniforms are marching and shooting muskets.,0.0357142857142857,0,0,0,0
A group of people each take turns drinking and throwing a table tennis ball into cups.,0.05,0,0,0,1
A group of people eat a watermelon without using their hands.,0.2,0,1,1,1
"A group of people encourage another person to run into an arcade machine, then they watch a score display count up.",0.3333333333333333,0,1,1,1
A group of people enjoying a break dancing competition outside.,0.0588235294117647,0,0,0,1
A group of people feeding a large school of what look like goldfish.,1.0,1,1,1,1
A group of people fire a cannon in a field.,0.25,0,1,1,1
A group of people gather around a big mixer as two workers use the machine to mix food.,0.5,0,1,1,1
A group of people gather at a dinner while one man speaks from a stage.,0.0,0,0,0,0
A group of people gets a challenge at a Fast food eating contest.,0.0,0,0,0,0
A group of people getting a grandma to toss a ball into a cup,1.0,1,1,1,1
"A group of people have gathered into a circle with each holding a white stick that they take in and out of the circle while other people watch them and chant ""oh yeah!"".",1.0,1,1,1,1
A group of people hold onto a bar and then jump into barrels while stomping their feet.,0.1666666666666666,0,0,1,1
A group of people huddle together and yell in the middle of a field.,1.0,1,1,1,1
A group of people ice skating as one boy skates fast towards a camera.,0.2,0,1,1,1
A group of people in 19th century garb are firing an antique cannon in a park.,0.0172413793103448,0,0,0,0
A group of people in a boxing class hit and kick boxing bags.,1.0,1,1,1,1
A group of people in a car laugh after one person gets too excited after hearing the drum beat of a song.,0.5,0,1,1,1
"A group of people in a casino, playing a table game with a smiling, dealer.",0.5,0,1,1,1
A group of people in a church are dancing to music.,0.0666666666666666,0,0,0,1
A group of people in a church are singing and hugging each other.,0.0769230769230769,0,0,0,1
A group of people in a church are singing and worshiping.,0.0217391304347826,0,0,0,0
A group of people in a club is watching a guy performing tricks with fire,0.2,0,1,1,1
A group of people in a hall are dancing in unison.,0.0133333333333333,0,0,0,0
A group of people in a kitchen are racing to shuck oysters.,1.0,1,1,1,1
A group of people in a kitchen playing drinking games and listening to music.,0.5,0,1,1,1
A group of people in a living room are pillow fighting.,0.5,0,1,1,1
A group of people in a stadium are cheering on during a game,0.5,0,1,1,1
A group of people in an audience begin clapping and stop.,0.0,0,0,0,0
A group of people in an auditorium clap while looking toward an unseen stage.,0.2,0,1,1,1
A group of people in an outdoor park are participating in a pillow fight.,0.25,0,1,1,1
A group of people in church are dancing and clapping their hands to the music,0.2,0,1,1,1
A group of people in costume at a war reenactment.,0.0294117647058823,0,0,0,0
A group of people in kitchen are trying to convince an individual to continue with his eating,1.0,1,1,1,1
A group of people in safety gear walk through a dark cave.,0.0285714285714285,0,0,0,0
"A group of people in snow, skiing, and on sky lift",0.0,0,0,0,0
A group of people in sparlky robes sing on a large Christmas Tree.,0.2,0,1,1,1
A group of people in uniforms are in a circle are hitting their sticks together.,1.0,1,1,1,1
A group of people in uniforms fire guns in a field.,0.0714285714285714,0,0,0,1
A group of people inside a garage look on as a lady takes and misses a shot in beer pong.,0.0833333333333333,0,0,0,1
A group of people inside are dancing to music being played,0.05,0,0,0,1
A group of people is shopping and one of the group in a stroller is unsure of herself.,1.0,1,1,1,1
A group of people jam out in the car and talk.,0.2,0,1,1,1
A group of people jump from a hot air balloon and one does not have a parachute.,0.0625,0,0,0,1
A group of people jumping ropes while other people watch them,0.1111111111111111,0,0,1,1
A group of people jumping up and down in joy during a worship service.,0.0434782608695652,0,0,0,0
"A group of people kneel, sit and bend over the ground looking downward in a dirt field, and then a man talks while another man sits beside him and lifts his head.",0.0555555555555555,0,0,0,1
"A group of people lean over a chain fence while holding slices of watermelon, seeing who can eat it the fast.",1.0,1,1,1,1
A group of people lifting weights and others sit along a wall and watch.,0.125,0,0,1,1
A group of people looking at art and gifts in a store.,1.0,1,1,1,1
A group of people move along an ice rink as they practice curling.,0.0588235294117647,0,0,0,1
A group of people on a dance floor dance as they follow instructions that are being announced on how to dance.,0.027027027027027,0,0,0,0
A group of people on a stage are acting with a audience watching.,0.0454545454545454,0,0,0,0
A group of people on a stage are playing musical instruments and signing.,0.0117647058823529,0,0,0,0
A group of people on a stage get ready to do their practice.,0.0,0,0,0,0
A group of people on a walkway watching a bunch of birds being fed.,1.0,1,1,1,1
A group of people on horseback perform rodeo skills like lassoing a cow.,0.1666666666666666,0,0,1,1
A group of people on skis walking through deep snow.,0.0555555555555555,0,0,0,1
A group of people on television spray paint using stencils while music plays.,0.0153846153846153,0,0,0,0
"A group of people outside watching a fire, while an individual adds something to it to make the fire bigger.",1.0,1,1,1,1
"A group of people paired in couples, dancing  in a studio.",1.0,1,1,1,1
A group of people participate in a water melon eating contest while observers yell encouragement.,0.5,0,1,1,1
A group of people patiently listening to Sean Pean speak.,0.0285714285714285,0,0,0,0
A group of people perform a dance style to a country music song.,0.0,0,0,0,0
A group of people perform a song on stage in front of a crowd.,1.0,1,1,1,1
A group of people perform in a musical production on a stage for an audience.,0.3333333333333333,0,1,1,1
A group of people picking up their bows and arrows and pointing and shouting their arrows.,1.0,1,1,1,1
A group of people play instruments at a table in front of a huge fireplace.,0.5,0,1,1,1
A group of people play laser tag in a dark room.,1.0,1,1,1,1
A group of people playing 2 on 2 badminton in a gym.,0.3333333333333333,0,1,1,1
A group of people pose together and then a person is skateboarding.,0.1111111111111111,0,0,1,1
A group of people pour drinks into red solo cups as they walk and dance around the room.,0.0833333333333333,0,0,0,1
A group of people practice curling and try to score.,0.0625,0,0,0,1
A group of people practice curling before competing in an event.,0.0714285714285714,0,0,0,1
A group of people prep their bow and arrows and begin to aim them.,0.5,0,1,1,1
A group of people prepare to ride together with their snowmobiles.,1.0,1,1,1,1
A group of people punch and kick bags in a gym.,1.0,1,1,1,1
A group of people re-enacting a particular part of a historical war.,0.1111111111111111,0,0,1,1
A group of people ride an elephant walking through a forest.,0.3333333333333333,0,1,1,1
A group of people ride elephants across a narrow river.,1.0,1,1,1,1
A group of people riding camels in the dessert yelling and screaming.,0.0434782608695652,0,0,0,0
A group of people riding camels in the night time with a flashing light.,0.5,0,1,1,1
A group of people riding on camels in the desert.,0.1111111111111111,0,0,1,1
A group of people riding on elephants in a grassy area with buildings.,0.0384615384615384,0,0,0,0
A group of people riding snowmobiles on the side of a mountain.,0.0,0,0,0,0
A group of people scuba diving under water and makes bubbles.,0.0833333333333333,0,0,0,1
A group of people seem to be performing a play when a man with a microphone starts speaking.,1.0,1,1,1,1
A group of people shine their flashlights in circular motions onto a projector screen with a projection on it.,1.0,1,1,1,1
A group of people sifting and scratching at dirt inside a boxed off area,0.0384615384615384,0,0,0,0
A group of people singing hymns in a church.,0.1428571428571428,0,0,1,1
A group of people singling with a micro phone while drinking.,1.0,1,1,1,1
A group of people sit and stand around a lounge and attack one another with pillows and cushions.,0.1428571428571428,0,0,1,1
A group of people sit at a table eating hot dogs at a slowed pace.,0.25,0,1,1,1
A group of people sit at a table eating while a band plays music.,1.0,1,1,1,1
A group of people sit on top of an elephant and take a ride.,1.0,1,1,1,1
A group of people sitting around listening to music and smoking,0.1111111111111111,0,0,1,1
A group of people snorkel in water with fish while music plays.,0.0588235294117647,0,0,0,1
A group of people speaking a language other then English cleaning off some clams from the muddy water.,1.0,1,1,1,1
A group of people stand around throwing items in the center of their circle.,1.0,1,1,1,1
A group of people stand in a barn and pet goats. A baby sucks a man's finger.,1.0,1,1,1,1
"A group of people stand in a field, flying a kite.",1.0,1,1,1,1
A group of people stand in a kitchen while workers fold napkins.,1.0,1,1,1,1
A group of people stand in a plastic crate and stomp grapes with their feet.,0.25,0,1,1,1
"A group of people stand on a soccer field as a crowd cheers, a man runs pumping his fist as another man jumps onto him before both men fall to the ground, a group of soccer players play soccer, and then another group of soccer players play soccer.",0.5,0,1,1,1
A group of people stand on the ice and perform curling.,0.1111111111111111,0,0,1,1
A group of people standing around a table playing a board game talk loudly.,1.0,1,1,1,1
A group of people standing in containers stomping on grapes.,0.0,0,0,0,0
A group of people standing in line to hug a woman standing at the front of a crowd.,0.0109890109890109,0,0,0,0
A group of people standing in some sort of pool of water.,0.1111111111111111,0,0,1,1
A group of people standing outside arguing with each other.,1.0,1,1,1,1
A group of people star running before jumping over a set of hurdles.,0.0714285714285714,0,0,0,1
A group of people stomping grapes in a tub while juice runs out the drain.,0.0,0,0,0,0
A group of people take a tour through a dimly lit cave.,1.0,1,1,1,1
A group of people take turns surfing in the ocean.,0.1428571428571428,0,0,1,1
A group of people talk while walking through a shopping mall.,0.3333333333333333,0,1,1,1
A group of people that is practice the shot put.,0.3333333333333333,0,1,1,1
A group of people walk around a laser tag arena.,1.0,1,1,1,1
A group of people walk the runway for applause at the end of a fashion show.,1.0,1,1,1,1
"A group of people walk through a shopping mall, some of them are holding bags.",0.25,0,1,1,1
A group of people walking along the shore have a clamming bucket and shovel,0.1666666666666666,0,0,1,1
A group of people watch a big building fully in flames and cry out.,0.3333333333333333,0,1,1,1
A group of people watch a demonstration of an automated beer pong opponent.,1.0,1,1,1,1
A group of people watch as a man milks hopefully a cow by using a bucket.,0.1,0,0,1,1
A group of people watches a girl hopscotch on the sidewalk.,0.5,0,1,1,1
A group of people watching a man touching a gator.,0.037037037037037,0,0,0,0
"A group of people watching a music video, move in unison with the performers on the video",0.125,0,0,1,1
A group of people wearing formal clothing dance along with live music.,0.0119047619047619,0,0,0,0
A group of people wearing helmets with lights on are spelunking.,0.0217391304347826,0,0,0,0
A group of people wearing jerseys standing next to a soccer field.,0.5,0,1,1,1
A group of people wearing period clothing are standing in a green field and shooting antique firearms.,0.5,0,1,1,1
A group of people who are on a dirt pile doing sit ups.,1.0,1,1,1,1
A group of people who are riding elephants while on a tour.,0.1111111111111111,0,0,1,1
A group of people who helps the community  in a neighborhood clean up drive.,0.5,0,1,1,1
A group of people with aprons are preparing cheese while talking.,0.3333333333333333,0,1,1,1
A group of people with bows shoot soft headed arrows at each other.,0.0384615384615384,0,0,0,0
A group of people with helmet flashlights are walking through knee high water.,1.0,1,1,1,1
A group of people with lights on theiir heads are navigating through a cave.,0.0227272727272727,0,0,0,0
A group of people with picks and shovels are digging a section of the earth.,0.0,0,0,0,0
A group of people with toy guns play outside at an obstacle course.,1.0,1,1,1,1
A group of people work on an extensive archaeological site in hot weather.,0.2,0,1,1,1
A group of people work to get an suv out of a rolling river and back on the bank.,0.3333333333333333,0,1,1,1
A group of people work together to put out a car fire on the side of the street.,0.25,0,1,1,1
A group of people working out in gyms doing sit up and throwing a ball .,1.0,1,1,1,1
"A group of people, including adults and children, are touching a large snake that someone is holding, and one child uses hand sanitizer.",0.5,0,1,1,1
"A group of people, including kids, and looking at, holding, and talking about a small snake.",0.5,0,1,1,1
"A group of people, mostly couples, are dancing to Latin sounding music.",0.1111111111111111,0,0,1,1
"A group of people, some sitting and other standing, ride in a subway.",1.0,1,1,1,1
A group of performers stand together in front of a crowd.,0.0169491525423728,0,0,0,0
A group of performers use torches in front of a cheering audience.,1.0,1,1,1,1
A group of persons are playing a game of curling.,0.2,0,1,1,1
A group of pigeons fly down and converge on food being thrown on the ground.,1.0,1,1,1,1
A group of players huddle in the center of a soccer field.,1.0,1,1,1,1
A group of players in a huddle start a soccer match.,0.1111111111111111,0,0,1,1
A group of reinactors exchanges fake gunfire at a demonstration.,0.037037037037037,0,0,0,0
A group of runners are practicing their routine in preparation for tomorrows event.,0.0909090909090909,0,0,0,1
A group of school children in uniform stand on a stage while other children sat in chairs watch.,0.3333333333333333,0,1,1,1
A group of school kids are practicing a dance with cowboy hats.,0.125,0,0,1,1
A group of seinor citizens square dancing to country music.,0.0303030303030303,0,0,0,0
A group of senior citizens square dance with one another to music.,0.0833333333333333,0,0,0,1
A group of several men and women doing some type of performance in the rain for an audience,0.032258064516129,0,0,0,0
A group of several men and women sing together in a church.,0.25,0,1,1,1
A group of several men form a platform with their backs for a woman to lie across and then slide off.,0.0111111111111111,0,0,0,0
A group of siberian huskies wearing shoes jump up and down in the snow.,0.5,0,1,1,1
A group of siblings playing in their living room hitting each other with pillows as they stop,0.25,0,1,1,1
A group of singers are on a stage performing a song.,0.125,0,0,1,1
A group of skaters perform a variety of tricks in front of a group.,1.0,1,1,1,1
A group of ski racers skiing down a hill while their coach talks about them.,0.0344827586206896,0,0,0,0
A group of skiers begin to ski down a hill during an interview.,0.0285714285714285,0,0,0,0
A group of skiers coming throw a forest of trees going fast.,0.1666666666666666,0,0,1,1
"A group of skiers make their way up a gentle snow covered slope, while  a man talks about it.",0.0294117647058823,0,0,0,0
A group of skiiers and snowboarders wait on top of a ski slope.,0.1111111111111111,0,0,1,1
A group of sled dogs are pulling a sled along a path of snow.,0.0227272727272727,0,0,0,0
A group of small children and some parents are shown walking around a gymnasium.,0.0909090909090909,0,0,0,1
A group of small children feed two goats in an enclosure.,0.1428571428571428,0,0,1,1
A group of snowboarders are watching as someone makes their way down the hill.,0.0625,0,0,0,1
A group of soccer players on a field giving each other a pep talk.,1.0,1,1,1,1
A group of soccer players with children holding one of their hands walk in front of their rivals while applauding them.,0.125,0,0,1,1
A group of square dancers while a speaker sings the song for them.,0.0104166666666666,0,0,0,0
A group of students and adults practice line dancing in their school gym.,0.0285714285714285,0,0,0,0
"A group of students are sitting in a room when the foremost yells something and points, but his chair breaks, and then the video is replayed before the group laughs.",0.05,0,0,0,1
A group of students takes part in a jump roping routine in the gym.,0.0303030303030303,0,0,0,0
A group of teen boys are playing lazer tag in an outside set up.,0.5,0,1,1,1
A group of teen boys sitting at a dining table do the head bang.,1.0,1,1,1,1
A group of teenagers are shown at desks and one twists the other's nipple through their shirt.,1.0,1,1,1,1
A group of teenagers gear up and head into Laser Quest to play laser tag.,0.125,0,0,1,1
A group of teenagers in black costumes dance and do high kicks.,0.0714285714285714,0,0,0,1
A group of teens are performing a song using sign language.,0.025,0,0,0,0
A group of teens are playing blackjack during a formal party.,1.0,1,1,1,1
"A group of teens first gather at a skate park then ride their skateboards around the park,",0.1666666666666666,0,0,1,1
A group of teens perform jumprope moves before a large crowd.,0.0625,0,0,0,1
A group of teens play a game of Double Dutch while jumping in and out of the ropes.,0.0434782608695652,0,0,0,0
"A group of teens stands in a living room while ""In the air tonight"" by Phil Collins plays on the radio and a teen boy plays air drums to it.",0.125,0,0,1,1
A group of three little girls have just finished some sort of on stage singing performance.,1.0,1,1,1,1
A group of three men on a stage with one sitting in a chair and talking on a phone.,1.0,1,1,1,1
A group of three people are eating in a food competition while others are looking at them,0.1,0,0,1,1
A group of three people are standing two are singing while the third person watches.,0.0,0,0,0,0
A group of three people are swimming underwater near the bottom.,0.0555555555555555,0,0,0,1
A group of three teenagers are playing a game at a table.,0.1428571428571428,0,0,1,1
A group of three then two musicians playing stringed instruments and singing in different settings.,1.0,1,1,1,1
"A group of three women run on a track, jumping hurdles.",0.25,0,1,1,1
A group of toddler aged kids and parents shake maracas while a woman leads them.,0.5,0,1,1,1
A group of toddlers are taking turns giving one another hugs and kisses.,0.25,0,1,1,1
A group of tourists rides some elephants across a river.,0.3333333333333333,0,1,1,1
A group of two men are dunking on basketball on an outdoor court.,0.2,0,1,1,1
A group of very fast dogs are pulling a sled with a man in it in the snow,0.2,0,1,1,1
A group of very strong men wearing skits are throwing large objects around.,0.0909090909090909,0,0,0,1
A group of very young children are playing a game of soccer with one team in green shirts and the other white whom are being supervised by various adults and a member of the green team scores a goal.,0.5,0,1,1,1
A group of volunteers are cleaning; carrying garbage bags out a poverty stricken neighborhood.,1.0,1,1,1,1
A group of well-dressed men applauds and takes a bow at a conference.,0.5,0,1,1,1
A group of wild buffaloes are seen crossing a river to the other side.,1.0,1,1,1,1
A group of woman are at a golf course learning how to play golf.,1.0,1,1,1,1
A group of woman dance in time with one another in a studio.,0.0714285714285714,0,0,0,1
A group of woman going in a circle and yelling words and laugh as they do it.,1.0,1,1,1,1
A group of women are by a table and they are head banging to something that is coming out of the phone.,0.5,0,1,1,1
A group of women are dancing in a circle on a stage holding up their long beautiful skirts.,1.0,1,1,1,1
A group of women are drinking and playing at a gambling table.,0.1111111111111111,0,0,1,1
A group of women are jumping over hurdles on  track while other people watch them,0.0181818181818181,0,0,0,0
A group of women are practicing a dance routine and then it cuts to them doing the same routine in Santa outfits.,1.0,1,1,1,1
A group of women are receiving an award and one woman is making a speech.,0.1111111111111111,0,0,1,1
A group of women are running a 100m hurdle race on the track while the spectators watch,0.1428571428571428,0,0,1,1
A group of women are singing for people in a church.,0.0333333333333333,0,0,0,0
"A group of women are sorting through flowers, putting them into bouquets, and placing them in jars.",0.2,0,1,1,1
A group of women are standing in front of a fruit tree and taking a picture.,1.0,1,1,1,1
A group of women dance around in a circle to music in a large room.,0.0588235294117647,0,0,0,1
A group of women in dresses dance on a stage.,1.0,1,1,1,1
A group of women run down a track while jumping over hurdles.,0.0178571428571428,0,0,0,0
A group of women stand in front of a screaming crowd as one of the women speaks into a microphone.,1.0,1,1,1,1
A group of workers are prepping some food together and chatting away.,0.25,0,1,1,1
A group of workers are using digging tools to perform a garbage pickup.,0.0476190476190476,0,0,0,0
A group of workers are using knives to open up some clams.,0.5,0,1,1,1
A group of workers wearing caps are scooping ingredients into several containers.,0.0,0,0,0,0
A group of worshipers in a church are singing and dancing as music plays in the background.,0.0232558139534883,0,0,0,0
A group of young baseball players are gathered in a circle chanting.,0.5,0,1,1,1
A group of young boys are laughing while smashing some technology equipment.,0.0416666666666666,0,0,0,0
A group of young boys are playing basketball together at an indoor court.,0.25,0,1,1,1
"A group of young boys are practicing their soccer skills, one young boy does many tricks with his soccer ball.",0.0666666666666666,0,0,0,1
A group of young boys are shown playing the game of marbles.,1.0,1,1,1,1
A group of young boys are sitting on segway transportation devices.,0.125,0,0,1,1
A group of young boys dribble basketballs through cones while a man coaches.,1.0,1,1,1,1
A group of young children are climbing apple trees and picking apples.,0.2,0,1,1,1
A group of young children are doing a fencing competition.,0.5,0,1,1,1
A group of young children are learning hula hoop on a stage.,0.5,0,1,1,1
A group of young children are playing a board game together.,1.0,1,1,1,1
A group of young children are shown outdoors participating in an Easter egg hunt.,0.0714285714285714,0,0,0,1
A group of young children are singing as people watch and cheer.,1.0,1,1,1,1
A group of young children are standing around in a circle with some arms locked and others with hands in the air.,0.0384615384615384,0,0,0,0
A group of young children in a barrel stomping excitedly and having fun.,0.0588235294117647,0,0,0,1
A group of young children practicing the high jump for track and field.,0.3333333333333333,0,1,1,1
A group of young children watching a trash truck empty garage cans .,0.5,0,1,1,1
A group of young girls a standing around while one of them confronts another.,1.0,1,1,1,1
A group of young girls and two men participate in a huddle with their hands in the middle.,1.0,1,1,1,1
A group of young girls are standing in a wooden tub outside and stomping on something while people cheer them on.,0.5,0,1,1,1
A group of young girls arguing and screaming about something in a living room.,0.5,0,1,1,1
A group of young girls dance on stage while holding maracas at an event together.,1.0,1,1,1,1
A group of young girls have an argument and shout at each other.,0.1,0,0,1,1
A group of young girls hitting each other with pilows in a room,0.0769230769230769,0,0,0,1
A group of young girls take turns jump roping together.,0.125,0,0,1,1
"A group of young girls, dressed in leotards, is doing a dance routine and doing acrobatics while music is playing.",0.5,0,1,1,1
A group of young kids are playing basketball game in a gym with refs supervision.,1.0,1,1,1,1
A group of young kids are running around a karate studio wearing karate uniforms.,1.0,1,1,1,1
A group of young males are dancing and chanting together while another male looks on and laughs.,0.3333333333333333,0,1,1,1
A group of young men are having an arm wrestling competition.,1.0,1,1,1,1
A group of young men are horsing around and playing outside.,0.0104166666666666,0,0,0,0
A group of young men are in a room having a discussion that has instruments in it.,1.0,1,1,1,1
A group of young men play a game with a ball inside of a gym.,0.0434782608695652,0,0,0,0
A group of young men play basketball in a large gymnasium.,0.0769230769230769,0,0,0,1
A group of young men practice a song and dance routine.,0.0909090909090909,0,0,0,1
A group of young people are out in the water on surfboards and paddling.,1.0,1,1,1,1
A group of young people are playing a game of beer pong and celebrating.,1.0,1,1,1,1
A group of young people are talking and running around.,0.0357142857142857,0,0,0,0
A group of young people having a conversation and laughing. They are eating some snacks while they talk.,0.3333333333333333,0,1,1,1
"A group of young teenagers are hosting a party while playing beer pong indoors, one individual succeeds with his throw and the crowd applauses him.",0.5,0,1,1,1
A group of young women on a sports team are huddled with hands touching doing a cheer.,0.3333333333333333,0,1,1,1
A group of young women taking a group photo at a fair while a young woman photo bombs the group photo.,1.0,1,1,1,1
A group of youth are having a pillow fight on beds in a bedroom.,0.3333333333333333,0,1,1,1
A group of youths watch another youth in a hoodie do some sweet dance moves.,1.0,1,1,1,1
A group off skiers take off in what appears to be a competition.,0.5,0,1,1,1
A group practice ice hockey drills as the coach shouts commands.,1.0,1,1,1,1
A group practice to do their moves and the instructor tells them how to do it.,0.1666666666666666,0,0,1,1
A group sit in a pub and play game and have some fun,0.0,0,0,0,0
A group three people are shooting soft- tipped arrows at each other in an enclosed gym.,0.1111111111111111,0,0,1,1
A groups of kids are competing in a watermelon eating contest while others are cheering them on.,0.2,0,1,1,1
A groups of young men are on a race track jumping over hurdles.,0.0416666666666666,0,0,0,0
A guide is in a roller skating arena and doing some fast skating.,1.0,1,1,1,1
A guitar is playing and a man singing a song with a band.,0.0,0,0,0,0
A guitar plays while one man holds a microphone and another man is sitting.,1.0,1,1,1,1
"A gutter is shown flooded with water, and a hose is put down the drain to help clear the clog.",1.0,1,1,1,1
A guy adds threading to a fish hook and how to do it.,0.032258064516129,0,0,0,0
A guy and a woman in classroom engaging in arm wrestling with conversations taking place in the background,0.3333333333333333,0,1,1,1
A guy and girl are sitting at a table arguing over a hoagie.,0.1111111111111111,0,0,1,1
A guy and his dog sled team is sledding along a route,0.125,0,0,1,1
A guy and woman tie a line to prepare a tight rope.,0.0,0,0,0,0
A guy appears to be break dancing in a classroom.,0.0416666666666666,0,0,0,0
A guy appears to be trying to remove clothing from a child.,0.0555555555555555,0,0,0,1
A guy appears to be working on his baseball swing.,0.0227272727272727,0,0,0,0
A guy at a gold course who is showing us how to hit the golf ball.,0.0263157894736842,0,0,0,0
A guy at a golf range with a friend hits a golf ball while being filmed.,0.25,0,1,1,1
A guy at the gym is completing power squats with a stack of weight.,0.0555555555555555,0,0,0,1
A guy attempts to do a back flip but fails and hits the ground.,0.0285714285714285,0,0,0,0
A guy balances on a rope and lays down on it.,0.2,0,1,1,1
A guy balancing and attempting to walk on a wire in a park.,0.0232558139534883,0,0,0,0
A guy blows fire balls using alcohol and a fire torch.,0.2,0,1,1,1
A guy by the water skips a rock across the water.,1.0,1,1,1,1
A guy claps as another guy is shown standing and talking to the crowd.,0.0,0,0,0,0
A guy climbing a ladder and bringing the camera with him slowly.,0.0,0,0,0,0
A guy concentrates as he sits and plays his musical instrument.,0.0172413793103448,0,0,0,0
A guy connects an electronic devise to his hat and tests it out.,0.0,0,0,0,0
A guy cooking coffee beans in a bread maker and talking about it.,0.0833333333333333,0,0,0,1
A guy demonstrates how to neatly fold a cloth napkin.,0.0588235294117647,0,0,0,1
A guy digging around in the ice on a frozen body of water.,0.0138888888888888,0,0,0,0
A guy does a cartwheel then runs to the camera.,0.0909090909090909,0,0,0,1
A guy does a couple spins and throws an object out in an open area.,0.0,0,0,0,0
A guy does a shuffling dance to techno music inside a room.,0.125,0,0,1,1
A guy does pulldowns with a rubber band as he places his hand on a balancing ball.,0.25,0,1,1,1
A guy does some hookah and blows smoke out at the end.,0.2,0,1,1,1
A guy doing a huge sneeze and saying he doesn't need a tissue.,1.0,1,1,1,1
A guy finding something attached to the back of a bus stand near a field.,0.0116279069767441,0,0,0,0
A guy getting ready to lift a weight and lifts it and moves slightly forward.,0.1428571428571428,0,0,1,1
A guy goes down a ski jump and flies off but there is no snow.,0.0,0,0,0,0
A guy grabs an alligator by its tail in a pool of water.,0.0714285714285714,0,0,0,1
A guy has a shell in his hand and talks about it while also looking around.,0.0,0,0,0,0
A guy head butts a wooden plank while someone held it.,0.0,0,0,0,0
A guy hits a pop fly ball and it goes straight up in the air and he yells heads up.,0.0,0,0,0,0
A guy holding a baby pushes meat in the top on a grinder while meat comes out the bottom of it.,1.0,1,1,1,1
A guy holds a boot still as they rub polish into it then a person places a bottle  in ice and puts ice in a glass.,0.0769230769230769,0,0,0,1
A guy holds a handstand for the whole duration of the video.,0.0,0,0,0,0
A guy holds a stick in his hand while other count down to one and then he puts the stick down his throat.,1.0,1,1,1,1
A guy holds up his violin as a crowd applauds the performance.,1.0,1,1,1,1
A guy htting a golf ball on a golf field in the night.,0.0555555555555555,0,0,0,1
A guy in a dress and wig is showing how girls eat hot dogs.,1.0,1,1,1,1
A guy in a gym lifts large weights up and drops them.,0.0153846153846153,0,0,0,0
A guy in a gym lifts weights and throws them on the ground.,0.0,0,0,0,0
A guy in a hairnet is chopping some food in a kitchen.,0.3333333333333333,0,1,1,1
A guy in a hat is talking to a woman about fixing broken glasses.,0.25,0,1,1,1
A guy in a parachute lands safely inside an airport landing strip.,0.0188679245283018,0,0,0,0
A guy in a room is being shown concern by people and he later holds a bottle to his cheek.,0.032258064516129,0,0,0,0
A guy in a skating ring teach others how to play hockey.,0.1,0,0,1,1
A guy in a small white circle spins a metal ball on a rope over and over before releasing it outwards.,0.0,0,0,0,0
A guy in a striped dress shirt congratulated a guy in a black shirt on a listing.,0.0,0,0,0,0
A guy in black is lying in a gym and doing exercises.,0.1666666666666666,0,0,1,1
A guy in black is showing a handmade pottery decorative object.,0.0434782608695652,0,0,0,0
A guy in black is sitting outside and doing hand exercises.,0.0714285714285714,0,0,0,1
A guy in green is using an ax to try to chop a piece of wood.,0.1111111111111111,0,0,1,1
A guy in hat and glasses talking into the camera.,1.0,1,1,1,1
A guy in white is hitting a baseball in a batting cage.,0.3333333333333333,0,1,1,1
A guy in white is talking about something on a news channel.,0.1428571428571428,0,0,1,1
A guy in white pants is skating down a hill on the street.,0.0212765957446808,0,0,0,0
A guy interviews another guy in a kitchen and then shows a guy with a grammy award.,0.0588235294117647,0,0,0,1
A guy is at an outdoor concert and is puffing on an electronic cigarette.,1.0,1,1,1,1
A guy is at the gym lifting weights with a machine.,0.0909090909090909,0,0,0,1
A guy is attempting to pitch a golf ball into a hole in is living room.,1.0,1,1,1,1
A guy is balancing on a tight rope and lands successfully as he jumps.,0.0238095238095238,0,0,0,0
